pop	clust1	clust2	clust3	clust4
half	0.4532	0.3250	0.0716	0.1502
half	0.4829	0.1092	0.2262	0.1816
half	0.7544	0.0501	0.0377	0.1578
half	0.1532	0.0299	0.1243	0.6926
half	0.3349	0.0401	0.0792	0.5458
half	0.2190	0.5357	0.0679	0.1775
half	0.0362	0.9017	0.0197	0.0424
half	0.7596	0.0984	0.0495	0.0925
half	0.1594	0.3195	0.4361	0.0850
half	0.2980	0.0837	0.1529	0.4654
half	0.3577	0.3355	0.0379	0.2689
half	0.3992	0.0279	0.3386	0.2342
half	0.8231	0.0245	0.0244	0.1281
half	0.5521	0.0812	0.1175	0.2492
half	0.0629	0.0422	0.8389	0.0560
half	0.5859	0.1506	0.0484	0.2151
half	0.2572	0.0757	0.4969	0.1701
half	0.1521	0.1476	0.1274	0.5729
half	0.2956	0.1321	0.2424	0.3299
half	0.1940	0.4066	0.1684	0.2309
half	0.7427	0.0206	0.0419	0.1948
half	0.6006	0.0370	0.0561	0.3063
half	0.4400	0.2572	0.1045	0.1983
winter	0.2196	0.0809	0.1800	0.5196
half	0.5867	0.1104	0.1166	0.1863
winter	0.2698	0.0292	0.1402	0.5608
winter	0.8209	0.0224	0.0291	0.1276
winter	0.6975	0.0934	0.0489	0.1602
half	0.5513	0.0540	0.2187	0.1761
winter	0.5737	0.0586	0.1292	0.2386
summer	0.2829	0.0546	0.5280	0.1345
half	0.7168	0.0354	0.0882	0.1596
summer	0.1262	0.1879	0.5067	0.1792
summer	0.0823	0.0505	0.7751	0.0921
summer	0.0314	0.0231	0.9043	0.0411
summer	0.0335	0.0556	0.8759	0.0350
summer	0.0404	0.0307	0.8742	0.0547
winter	0.2595	0.1572	0.0370	0.5463
half	0.3451	0.0987	0.2031	0.3531
winter	0.3928	0.0730	0.0966	0.4376
winter	0.6608	0.0493	0.0613	0.2286
winter	0.1164	0.0781	0.1036	0.7019
winter	0.5291	0.1388	0.0426	0.2895
half	0.1039	0.6493	0.1420	0.1049
winter	0.7838	0.0541	0.0433	0.1188
summer	0.1321	0.3344	0.3038	0.2297
summer	0.0498	0.0374	0.8761	0.0368
summer	0.0706	0.0277	0.7901	0.1115
summer	0.2398	0.0721	0.6061	0.0820
summer	0.1030	0.0501	0.7570	0.0900
summer	0.1729	0.0539	0.5127	0.2605
winter	0.4592	0.0434	0.1426	0.3548
winter	0.3183	0.0750	0.1273	0.4794
winter	0.5622	0.0277	0.2361	0.1740
winter	0.3766	0.2233	0.0668	0.3333
winter	0.4003	0.0722	0.1386	0.3889
half	0.2768	0.2753	0.1495	0.2983
winter	0.2951	0.2018	0.1544	0.3487
summer	0.1260	0.1308	0.6633	0.0799
half	0.0969	0.1493	0.5536	0.2002
summer	0.2197	0.0444	0.5261	0.2098
summer	0.0359	0.1206	0.8102	0.0333
summer	0.0475	0.0448	0.8560	0.0518
summer	0.0374	0.0255	0.9041	0.0330
winter	0.1888	0.0730	0.1003	0.6380
winter	0.6342	0.0324	0.0776	0.2559
winter	0.1484	0.0699	0.1178	0.6639
winter	0.3708	0.0718	0.0570	0.5004
half	0.1198	0.0955	0.6649	0.1198
winter	0.4023	0.0695	0.1046	0.4236
half	0.1474	0.0840	0.1369	0.6318
summer	0.3324	0.0541	0.3404	0.2731
summer	0.0745	0.0189	0.8162	0.0904
summer	0.0540	0.1805	0.5844	0.1812
summer	0.0315	0.0473	0.8620	0.0593
summer	0.0583	0.0516	0.8139	0.0762
winter	0.2488	0.1071	0.1657	0.4784
half	0.2623	0.3627	0.1136	0.2614
winter	0.4428	0.0599	0.1553	0.3419
winter	0.4328	0.0456	0.1235	0.3981
winter	0.4941	0.1250	0.0661	0.3148
winter	0.5488	0.0602	0.0535	0.3375
half	0.5709	0.1562	0.0609	0.2121
winter	0.6307	0.0551	0.0657	0.2484
half	0.0750	0.8256	0.0334	0.0660
summer	0.0451	0.0194	0.8955	0.0400
half	0.0424	0.8182	0.0831	0.0564
summer	0.1718	0.0523	0.6118	0.1641
summer	0.0799	0.0639	0.7501	0.1061
summer	0.0709	0.0889	0.7635	0.0767
summer	0.0447	0.0245	0.8884	0.0424
winter	0.1818	0.1054	0.4586	0.2543
half	0.6184	0.0372	0.2158	0.1285
winter	0.2312	0.0386	0.0544	0.6758
winter	0.4771	0.0836	0.1604	0.2788
winter	0.3469	0.0479	0.0670	0.5383
winter	0.3132	0.1141	0.1689	0.4038
half	0.3550	0.1619	0.1482	0.3350
half	0.2614	0.1295	0.2299	0.3792
summer	0.0906	0.0933	0.6846	0.1315
summer	0.0425	0.0645	0.8528	0.0401
summer	0.0608	0.0129	0.8828	0.0435
summer	0.0550	0.0260	0.8771	0.0419
summer	0.0307	0.0230	0.9073	0.0390
half	0.7161	0.0327	0.0921	0.1590
winter	0.1699	0.0502	0.0521	0.7278
winter	0.4906	0.1031	0.1285	0.2778
winter	0.1460	0.0924	0.3379	0.4237
winter	0.6924	0.0884	0.0663	0.1530
summer	0.1056	0.2009	0.5854	0.1081
summer	0.0909	0.0418	0.8253	0.0420
summer	0.0476	0.0279	0.8723	0.0522
summer	0.0969	0.0431	0.8088	0.0511
summer	0.0391	0.0159	0.9032	0.0418
half	0.0878	0.5136	0.2693	0.1294
winter	0.3019	0.0426	0.0615	0.5940
winter	0.2303	0.0462	0.2198	0.5036
winter	0.3230	0.0734	0.1405	0.4632
half	0.3133	0.1952	0.3163	0.1752
half	0.3901	0.0469	0.1368	0.4262
summer	0.1100	0.0468	0.6438	0.1994
summer	0.0345	0.0484	0.8690	0.0481
summer	0.0364	0.0141	0.9063	0.0432
summer	0.3130	0.0244	0.5797	0.0829
summer	0.0640	0.0309	0.8489	0.0562
half	0.1823	0.6020	0.1041	0.1116
half	0.2874	0.4994	0.0877	0.1255
half	0.1028	0.0767	0.7403	0.0801
half	0.0304	0.8616	0.0623	0.0458
half	0.0955	0.0529	0.6936	0.1580
half	0.6134	0.1112	0.0595	0.2159
half	0.1055	0.1127	0.5371	0.2446
half	0.4348	0.1422	0.0525	0.3705
half	0.0399	0.8796	0.0466	0.0339
half	0.0566	0.7008	0.1837	0.0589
half	0.0597	0.8403	0.0325	0.0675
half	0.5646	0.0776	0.0595	0.2982
half	0.3454	0.0843	0.1681	0.4022
half	0.3126	0.0509	0.2628	0.3737
half	0.5031	0.1220	0.0694	0.3055
half	0.1270	0.4992	0.2016	0.1722
half	0.1406	0.4297	0.2298	0.1999
half	0.3156	0.1614	0.2595	0.2635
half	0.1240	0.5026	0.2911	0.0824
half	0.6533	0.0452	0.1095	0.1920
half	0.0368	0.8995	0.0329	0.0309
half	0.5858	0.0505	0.0425	0.3212
half	0.7213	0.0586	0.0220	0.1981
half	0.2109	0.1506	0.1175	0.5210
half	0.3971	0.1037	0.1415	0.3577
half	0.1694	0.1162	0.6375	0.0769
half	0.4604	0.2077	0.1324	0.1995
half	0.2335	0.2666	0.0957	0.4042
half	0.4190	0.0241	0.1037	0.4531
half	0.1760	0.0434	0.6137	0.1670
half	0.2672	0.0557	0.3403	0.3368
half	0.0351	0.8941	0.0279	0.0429
half	0.1367	0.0474	0.1409	0.6751
half	0.4018	0.1468	0.2206	0.2308
half	0.0927	0.0360	0.7651	0.1061
half	0.5688	0.1638	0.0788	0.1887
half	0.2131	0.4258	0.1222	0.2388
half	0.0897	0.4954	0.2473	0.1676
half	0.6746	0.0440	0.0540	0.2274
half	0.4050	0.1314	0.0375	0.4262
half	0.3334	0.0372	0.1827	0.4466
half	0.1943	0.0654	0.6305	0.1098
half	0.2627	0.4599	0.0448	0.2327
half	0.0293	0.9219	0.0210	0.0279
half	0.6564	0.0318	0.1136	0.1982
half	0.0694	0.0400	0.8062	0.0844
half	0.0572	0.0474	0.8197	0.0757
half	0.0444	0.8479	0.0559	0.0519
half	0.4072	0.0911	0.2088	0.2929
half	0.2401	0.1768	0.1563	0.4268
half	0.1305	0.1208	0.6741	0.0746
half	0.0705	0.6038	0.2260	0.0997
half	0.1890	0.5221	0.0405	0.2484
half	0.0508	0.8350	0.0434	0.0709
half	0.0945	0.0561	0.5801	0.2693
half	0.0493	0.0338	0.8532	0.0637
half	0.3527	0.0377	0.1034	0.5062
half	0.5282	0.0781	0.0467	0.3470
half	0.5180	0.0686	0.0561	0.3572
half	0.2860	0.3938	0.1155	0.2048
half	0.0769	0.8138	0.0445	0.0649
half	0.4792	0.3224	0.0338	0.1646
half	0.0433	0.8612	0.0561	0.0394
half	0.0334	0.8950	0.0315	0.0401
half	0.4628	0.1143	0.1466	0.2763
half	0.0496	0.8064	0.0812	0.0627
half	0.0294	0.8759	0.0587	0.0360
half	0.3419	0.0788	0.2532	0.3262
half	0.0588	0.2264	0.6166	0.0983
half	0.1327	0.1493	0.0765	0.6415
half	0.0368	0.8199	0.0845	0.0588
half	0.0382	0.3310	0.5889	0.0419
half	0.1671	0.2092	0.0804	0.5434
half	0.0294	0.9076	0.0246	0.0384
half	0.2984	0.1891	0.0685	0.4440
half	0.1798	0.5624	0.0601	0.1977
half	0.0665	0.7594	0.0763	0.0978
half	0.4459	0.0162	0.1005	0.4374
half	0.0713	0.8114	0.0394	0.0780
half	0.1777	0.1572	0.3355	0.3296
half	0.3182	0.0466	0.2128	0.4224
half	0.1037	0.5337	0.1826	0.1799
half	0.7049	0.0425	0.0679	0.1848
half	0.0388	0.8013	0.1183	0.0416
half	0.2673	0.0612	0.2060	0.4654
half	0.5946	0.0327	0.1376	0.2350
half	0.5389	0.0720	0.1540	0.2351
half	0.1127	0.4223	0.2798	0.1852
half	0.0641	0.6566	0.1921	0.0871
half	0.3612	0.2631	0.1507	0.2251
half	0.0462	0.0537	0.8300	0.0700
half	0.4926	0.0401	0.1589	0.3083
half	0.4403	0.1440	0.0816	0.3340
half	0.0990	0.5406	0.1196	0.2408
half	0.0477	0.8759	0.0336	0.0427
half	0.0329	0.9036	0.0306	0.0329
half	0.1338	0.4910	0.1448	0.2303
half	0.4616	0.1016	0.1554	0.2813
half	0.3324	0.1097	0.2597	0.2983
half	0.1144	0.0463	0.1024	0.7370
half	0.0377	0.8994	0.0219	0.0410
half	0.2705	0.0485	0.5309	0.1501
half	0.4148	0.0719	0.1631	0.3503
half	0.3831	0.1046	0.1429	0.3694
half	0.1325	0.4305	0.2880	0.1490
half	0.0946	0.5917	0.2301	0.0835
half	0.0975	0.5443	0.2196	0.1386
half	0.6005	0.0725	0.0835	0.2435
half	0.2154	0.1484	0.1659	0.4702
half	0.2136	0.0425	0.0595	0.6844
half	0.1793	0.0767	0.5785	0.1654
half	0.0891	0.7685	0.0711	0.0712
half	0.0335	0.9102	0.0240	0.0323
half	0.0401	0.8689	0.0491	0.0419
half	0.0819	0.1185	0.6151	0.1846
half	0.0315	0.8750	0.0557	0.0377
half	0.0958	0.7350	0.0940	0.0753
half	0.0373	0.0567	0.8626	0.0434
half	0.6026	0.2151	0.0330	0.1493
half	0.2251	0.0544	0.5851	0.1355
half	0.3676	0.0584	0.1448	0.4292
half	0.1792	0.0655	0.5849	0.1704
half	0.0661	0.7838	0.0905	0.0596
half	0.0406	0.1084	0.7910	0.0600
half	0.0644	0.1527	0.5428	0.2401
half	0.0386	0.8910	0.0306	0.0397
half	0.6062	0.0715	0.0673	0.2550
half	0.1687	0.1546	0.5347	0.1420
half	0.0915	0.1034	0.6263	0.1788
half	0.1161	0.4588	0.0612	0.3639
half	0.1691	0.2402	0.1365	0.4541
half	0.0253	0.9265	0.0219	0.0264
half	0.2441	0.3001	0.2896	0.1661
half	0.0771	0.7562	0.0715	0.0952
half	0.2619	0.0846	0.1978	0.4557
