pop	clust1	clust2	clust3
half	0.7204	0.1727	0.1069
half	0.7183	0.1503	0.1313
half	0.3430	0.4891	0.1679
half	0.1052	0.8181	0.0767
half	0.5162	0.4163	0.0675
half	0.0616	0.8575	0.0809
half	0.0583	0.8865	0.0552
half	0.4700	0.2230	0.3071
half	0.0812	0.7912	0.1276
half	0.0479	0.8575	0.0946
half	0.4230	0.1636	0.4134
half	0.1181	0.3292	0.5527
half	0.5234	0.2758	0.2008
half	0.0691	0.8131	0.1179
half	0.0591	0.3989	0.5420
half	0.4178	0.3506	0.2316
half	0.0535	0.8998	0.0467
half	0.5363	0.3260	0.1377
half	0.2813	0.6079	0.1108
half	0.1281	0.7631	0.1088
half	0.7168	0.0378	0.2454
half	0.1007	0.8275	0.0718
half	0.2572	0.2690	0.4737
half	0.4687	0.1010	0.4304
half	0.1491	0.5805	0.2704
half	0.7477	0.1032	0.1491
half	0.0638	0.7868	0.1494
half	0.5455	0.1261	0.3284
half	0.6365	0.0766	0.2869
half	0.5237	0.1574	0.3189
half	0.1666	0.4931	0.3403
half	0.0955	0.6745	0.2300
half	0.3667	0.3681	0.2653
half	0.0813	0.1042	0.8145
half	0.5906	0.0903	0.3191
half	0.5632	0.2673	0.1695
half	0.1825	0.6209	0.1965
half	0.0737	0.8677	0.0586
half	0.0584	0.8910	0.0506
half	0.1872	0.5684	0.2443
half	0.5417	0.2042	0.2541
half	0.3762	0.2066	0.4171
half	0.5560	0.1212	0.3228
half	0.0679	0.8947	0.0374
half	0.3435	0.1086	0.5479
half	0.5142	0.1582	0.3276
half	0.5151	0.2079	0.2770
half	0.1637	0.4994	0.3370
half	0.1064	0.6201	0.2735
half	0.1451	0.5749	0.2800
half	0.6635	0.1550	0.1815
half	0.4109	0.2675	0.3216
half	0.7398	0.0968	0.1633
half	0.1970	0.1405	0.6625
half	0.1104	0.7859	0.1037
half	0.0523	0.9075	0.0402
half	0.0647	0.8618	0.0735
half	0.1540	0.2086	0.6374
half	0.0485	0.8599	0.0916
half	0.1225	0.7486	0.1289
half	0.0572	0.1191	0.8237
half	0.5889	0.3374	0.0737
half	0.2421	0.1040	0.6539
half	0.5653	0.1289	0.3058
half	0.2520	0.1327	0.6153
half	0.0951	0.7923	0.1126
half	0.0837	0.1892	0.7271
half	0.1408	0.2420	0.6172
half	0.0649	0.8829	0.0522
half	0.6902	0.1615	0.1483
half	0.1435	0.2531	0.6034
half	0.1515	0.1921	0.6564
half	0.3324	0.5352	0.1324
half	0.3381	0.3605	0.3014
half	0.0445	0.9154	0.0401
half	0.2542	0.3903	0.3554
half	0.1165	0.7712	0.1122
half	0.5505	0.1678	0.2817
